date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev
091812	18:12:01	10016	Language	Language	0	English	2086	0	0	18:12:01	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	Session	Session	0	3mo	653	0	0	18:12:01	2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	HandEng	HandEng	0	Right	2741	0	0	18:12:01	5755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	CubeEng	CubeEng	1	1Cube	31298	0	0	18:12:01	737839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2387	1	0	18:12:01	761709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	309	0	0	18:12:01	762056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2487	1	0	18:12:01	764575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	229	0	0	18:12:01	764855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:12:01	767067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	294	0	0	18:12:01	767400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:12:01	769706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	277	0	0	18:12:01	770026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:12:01	771732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	286	0	0	18:12:01	772052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:12:01	773571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	271	0	0	18:12:01	773877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:12:01	775490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	320	0	0	18:12:01	775850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:12:01	777769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	313	0	0	18:12:01	778116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2087	1	0	18:12:01	780235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	260	0	0	18:12:01	780528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1787	1	0	18:12:01	782341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	285	0	0	18:12:01	782661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:12:01	784673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	304	0	0	18:12:01	785020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2387	1	0	18:12:01	787459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	287	0	0	18:12:01	787779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:12:01	790098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	288	0	0	18:12:01	790418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:12:01	792124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	310	0	0	18:12:01	792470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:12:01	794483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	255	0	0	18:12:01	794776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2087	1	0	18:12:01	796895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	242	0	0	18:12:01	797175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:12:01	798788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	350	0	0	18:12:01	799174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1787	1	0	18:12:01	800987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	279	0	0	18:12:01	801307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:12:01	802826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	327	0	0	18:12:01	803186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2487	1	0	18:12:01	805692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	262	0	0	18:12:01	805985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:12:01	807891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	287	0	0	18:12:01	808211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:12:01	810424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	314	0	0	18:12:01	810770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:12:01	812289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	335	0	0	18:12:01	812662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:12:01	814968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	281	0	0	18:12:01	815288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:12:01	816901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	pm.simpleEng	2	57	301	0	0	18:12:01	817234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091812	18:12:01	10016	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:12:01	819246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
